epoch,lr,model_id,pair,saved_at,test_char_acc,test_edit_distance,test_loss,test_mse,test_psnr,test_seq_acc,test_ssim,train_loss,train_mse,train_psnr,train_ssim,training_mode,val_char_acc,val_edit_distance,val_loss,val_mse,val_psnr,val_seq_acc,val_ssim
1,0.001,M7,normal_to_clean,2026-05-29 22:25:42,,,0.16300368385314942,0.10587154765129089,9.77565276590983,,0.4286786447048187,0.14190800357205527,0.08886139329160962,10.537883341979981,0.5389680548122951,semi_supervised,,,0.16330075963338217,0.10615867211023966,9.764743772379557,,0.4285791387240092
2,0.001,M7,normal_to_clean,2026-05-30 01:24:42,,,0.17082914313475292,0.112605432955424,9.509316142272949,,0.4177629013379415,0.1280875626734325,0.08382132542473929,10.783625974818639,0.568877711554936,semi_supervised,,,0.17114199844996134,0.11290267480214437,9.498797999064127,,0.41760676905314126
3,0.001,M7,normal_to_clean,2026-05-30 04:38:08,,,0.1674700594743093,0.10826292620102565,9.679055011494954,,0.4079286677837372,0.1254121218749455,0.08220078390325819,10.869329054914202,0.579910771887643,semi_supervised,,,0.16777486658096313,0.10855347646474839,9.668248513793944,,0.407786109940211
4,0.001,M7,normal_to_clean,2026-05-30 07:31:48,,,0.16381787696679434,0.10887435808579127,9.655326549275717,,0.450564820988973,0.12364354721818652,0.08124029404776437,10.921025969587054,0.5864829907826015,semi_supervised,,,0.16413439123630524,0.10917364008426667,9.644594783528646,,0.4503925019900004
5,0.001,M7,normal_to_clean,2026-05-30 10:37:33,,,0.16130610921382904,0.10652493011951447,9.749889074198405,,0.45218821646372476,0.12261662180594035,0.08063136324201312,10.9541670438494,0.5908809128625052,semi_supervised,,,0.16161973091761273,0.1068234286348025,9.73872776184082,,0.45203698782920837
6,0.001,M7,normal_to_clean,2026-05-30 13:40:36,,,0.162069868572553,0.10705294205347697,9.728264584350585,,0.449830743042628,0.12181539541482925,0.08014613793236869,10.980697549220494,0.59408267288208,semi_supervised,,,0.162379381386439,0.10735151478449503,9.71721006418864,,0.44972134793599444
7,0.001,M7,normal_to_clean,2026-05-30 16:38:38,,,0.15715108069578806,0.10623310073216756,9.761687614949544,,0.49082020661036174,0.12119120282786233,0.0797878831897463,11.000432942635673,0.5966558965001787,semi_supervised,,,0.15747751653194428,0.10653269458214441,9.75058250579834,,0.4905517794291178
8,0.001,M7,normal_to_clean,2026-05-30 19:37:12,,,0.1577558565537135,0.10730701059103012,9.718973166910807,,0.49551155284245807,0.12070455955948148,0.07948018281459808,11.017538936070034,0.5986456766945976,semi_supervised,,,0.15809596470197043,0.10762675113677979,9.707229317220053,,0.4953078721046448
9,0.001,M7,normal_to_clean,2026-05-30 22:26:20,,,0.15446936078071594,0.10618517593542735,9.7651884572347,,0.5171581610679626,0.12013677699395589,0.0792574360200337,11.030291939435687,0.600659747832162,semi_supervised,,,0.1548280924797058,0.10651387843290964,9.752927069091797,,0.5168578661282858
10,0.001,M7,normal_to_clean,2026-05-31 01:34:38,,,0.15795070508321127,0.10509890203873316,9.808772101338704,,0.4714819700400035,0.11999713912691388,0.07912250259092876,11.037952328055246,0.6016987457956586,semi_supervised,,,0.1582507517258326,0.10538535210291544,9.798095538330077,,0.4713460098425547
11,0.001,M7,normal_to_clean,2026-05-31 04:29:03,,,0.1560259687582652,0.10469044567743938,9.825672542826334,,0.48664478413263956,0.11946403689725059,0.07885235871928079,11.053116289411273,0.6034457868439811,semi_supervised,,,0.15633946053187053,0.10498935391902924,9.81441476542155,,0.4864989427089691
12,0.001,M7,normal_to_clean,2026-05-31 07:27:18,,,0.14917759772936504,0.10146613175471624,9.962163622029623,,0.5228853510538737,0.11928495578765869,0.07868389098984854,11.062575140598842,0.6045099975858416,semi_supervised,,,0.14951256535053253,0.10177640889883041,9.950093757120769,,0.5226384459813436
13,0.001,M7,normal_to_clean,2026-05-31 10:21:05,,,0.14882166040738423,0.10196052048206329,9.940962488301595,,0.531388606675466,0.11911220687798091,0.07854008991037097,11.07058225882394,0.6054701415743147,semi_supervised,,,0.14917650742530822,0.10228090902169545,9.928555033874511,,0.5310440267562866
14,0.001,M7,normal_to_clean,2026-05-31 13:18:09,,,0.1521368140141169,0.10462052706480027,9.829675879414877,,0.524837134329478,0.11870625234842301,0.07844758370774133,11.076067841884068,0.6063707085473197,semi_supervised,,,0.1524696963707606,0.10493360044161479,9.81790493927002,,0.5246390384674072
15,0.001,M7,normal_to_clean,2026-05-31 16:40:46,,,0.15209830389022827,0.10475099461873372,9.824625816345215,,0.5265269152959188,0.11866266573667526,0.07834040905407497,11.082034003993444,0.6071798551559449,semi_supervised,,,0.15246515045166015,0.10508204222520193,9.81213112487793,,0.5261689259529114
16,0.001,M7,normal_to_clean,2026-05-31 19:39:46,,,0.1513099198659261,0.10368588823477427,9.868242597452799,,0.523759688091278,0.11840523079463414,0.07822656841618675,11.088563755144392,0.6078865253993443,semi_supervised,,,0.15166146020889282,0.10401089941660563,9.855852201843263,,0.5234944009780884
17,0.001,M7,normal_to_clean,2026-05-31 22:38:28,,,0.15150183803240458,0.10439488562345504,9.839092157491049,,0.5289304789225261,0.11819846683910915,0.07814999326297214,11.09304100189209,0.6085799040658133,semi_supervised,,,0.15186104809443157,0.10472250163157781,9.826689855957031,,0.5286145361264547
18,0.001,M7,normal_to_clean,2026-06-01 01:38:30,,,0.14941344794432324,0.10232244781255723,9.9257126566569,,0.5290900014877319,0.11796745834350586,0.07805045953137534,11.098683570207868,0.609248875100272,semi_supervised,,,0.14973322871526082,0.10262285169363022,9.914217016601562,,0.5288962350527445
19,0.001,M7,normal_to_clean,2026-06-01 04:41:32,,,0.15238098738193512,0.10395687431494395,9.856777110290528,,0.5157588789621989,0.11791606981924602,0.07798425517252514,11.102566589791435,0.6098139825275967,semi_supervised,,,0.15269067408243814,0.10425471725463867,9.84552933807373,,0.5156404365539551
20,0.001,M7,normal_to_clean,2026-06-01 07:42:46,,,0.14875994945367177,0.10188234864075979,9.944447376505535,,0.5312239971160889,0.11781756522314889,0.07789807612555368,11.107600387573243,0.6102798923083714,semi_supervised,,,0.1491096008380254,0.10219883776108424,9.932238556416829,,0.5308923892974854
