epoch,lr,model_id,pair,saved_at,test_char_acc,test_edit_distance,test_loss,test_mse,test_psnr,test_seq_acc,test_ssim,train_loss,train_mse,train_psnr,train_ssim,training_mode,val_char_acc,val_edit_distance,val_loss,val_mse,val_psnr,val_seq_acc,val_ssim
1,0.001,M5,normal_to_clean,2026-05-26 13:35:09,,,0.12579980868498483,0.08342970792452495,10.800526724243165,,0.5762989953358968,0.1299187645673752,0.08499332245758602,10.72921850542341,0.5576817540305001,supervised,,,0.12599434593518574,0.08359290605386098,10.792573133341472,,0.5759856072743734
2,0.001,M5,normal_to_clean,2026-05-26 15:20:32,,,0.12180897084474564,0.08093473866780598,10.93792553507487,,0.5912576865832011,0.12256359421525682,0.08076900859219688,10.94641416822161,0.5883489844185965,supervised,,,0.12203895947138468,0.08112732974688212,10.928317370605468,,0.5908837087631226
3,0.001,M5,normal_to_clean,2026-05-26 17:11:39,,,0.1214717320283254,0.08094354277054469,10.937771529134114,,0.5947181166648865,0.12040823551246098,0.07953862030846733,11.01422758178711,0.59743244770595,supervised,,,0.1217190361102422,0.08115084689458212,10.927666704305013,,0.5943181189219157
4,0.001,M5,normal_to_clean,2026-05-26 18:54:26,,,0.11942298051516215,0.07917690277894338,11.031334063720703,,0.5975392257054647,0.11921610288960593,0.07887427834442684,11.051420340837751,0.6024435408728464,supervised,,,0.11963236181735992,0.07935499354203542,11.022285440063477,,0.5972263147672018
5,0.001,M5,normal_to_clean,2026-05-26 20:43:24,,,0.12315598456859589,0.08060629392464956,10.955589682006837,,0.5745030974070231,0.1184391362633024,0.07844782816001347,11.075719088309151,0.605776918043409,supervised,,,0.12340172094504039,0.08081696248849234,10.944810561625163,,0.5741524211565654
6,0.001,M5,normal_to_clean,2026-05-26 22:23:53,,,0.1187560071070989,0.07874507586956024,11.056339344278971,,0.5998906981150309,0.11785290877308165,0.078123327258655,11.094281793212891,0.6082115556444441,supervised,,,0.11897395125230154,0.07893123567899069,11.046719328308106,,0.5995728523890177
7,0.001,M5,normal_to_clean,2026-05-27 00:04:59,,,0.1181736995458603,0.07818593548536301,11.088956784057617,,0.6001223662694295,0.11739077100413187,0.07786908294473376,11.108889084516253,0.610113460786002,supervised,,,0.11842497138977051,0.07839169013500213,11.078463473510743,,0.5996671989758809
8,0.001,M5,normal_to_clean,2026-05-27 01:42:18,,,0.11732016450564066,0.07824471495548883,11.087486616007487,,0.6092455126126607,0.11704892245020185,0.07768363997936249,11.119701129586357,0.6115418622153146,supervised,,,0.11756582594712575,0.07845196530024211,11.076848903910319,,0.6088614069620768
9,0.001,M5,normal_to_clean,2026-05-27 03:20:53,,,0.11742072648207347,0.0779108985821406,11.105379350789388,,0.6049017243385315,0.1167157737663814,0.07750369272232056,11.130183933367048,0.6129085703713554,supervised,,,0.11767146521806716,0.07811352138519287,11.09500552368164,,0.6044205721219381
10,0.001,M5,normal_to_clean,2026-05-27 05:08:43,,,0.11669918958346048,0.07787322064240773,11.108506689453124,,0.6117403155008951,0.11647738004752568,0.07737688372816358,11.13758763558524,0.6139124768529619,supervised,,,0.11696503432591757,0.07809037977059682,11.097132674662273,,0.6112534574826558
11,0.001,M5,normal_to_clean,2026-05-27 06:51:33,,,0.11655798986752829,0.07763042701085408,11.122693817647297,,0.6107243797938029,0.11621537936925888,0.07721915285927909,11.146551090131487,0.6148226874351501,supervised,,,0.11681892290115356,0.0778412976026535,11.111661597188315,,0.6102237538019816
12,0.001,M5,normal_to_clean,2026-05-27 08:39:31,,,0.11917506963411967,0.07854713286558787,11.067177250671387,,0.5937206335703532,0.11602720273222242,0.07711085948603494,11.152813577706473,0.6155711389405387,supervised,,,0.11938861921230952,0.0787307282924652,11.05759008992513,,0.5934210969289144
13,0.001,M5,normal_to_clean,2026-05-27 10:30:02,,,0.11610218441883723,0.07733593796888988,11.140393286641439,,0.6123375414848328,0.11583976806572506,0.07700558568068913,11.15890759713309,0.616301404762268,supervised,,,0.11635986188252767,0.07755037488937377,11.129148264567057,,0.6119051383018493
14,0.001,M5,normal_to_clean,2026-05-27 12:24:30,,,0.11630012521743774,0.0775840402007103,11.122872245279948,,0.6128391592025757,0.11566142296109881,0.07690495588438852,11.164775564357212,0.6169810838563101,supervised,,,0.11653534530798594,0.07777730495929717,11.11272219543457,,0.6124196045557658
15,0.001,M5,normal_to_clean,2026-05-27 14:11:07,,,0.1171365770260493,0.07840883005857467,11.080872164916991,,0.6127225332578023,0.11551774535519736,0.07682428276198251,11.169501339503697,0.6175690985952105,supervised,,,0.11743488920529684,0.07864603987137476,11.068504010518392,,0.6121115147908529
16,0.001,M5,normal_to_clean,2026-05-27 16:03:03,,,0.11665604774157207,0.07721243772904078,11.14344443766276,,0.6055639040946961,0.11536110719272069,0.07673467669997897,11.174710016305106,0.6181360072272164,supervised,,,0.11688918159802755,0.0774065675854683,11.133219997151693,,0.6051738662083944
17,0.001,M5,normal_to_clean,2026-05-27 17:52:44,,,0.11661771244605382,0.0779339196006457,11.10556066385905,,0.6131620807647705,0.11524439480304718,0.07666577432496208,11.178780421011789,0.618595419052669,supervised,,,0.11685904444853465,0.07813352175156275,11.09506172993978,,0.612744784228007
18,0.001,M5,normal_to_clean,2026-05-27 19:48:05,,,0.11807658153374989,0.07787452350457509,11.104920446777344,,0.5979794291814168,0.11513473158052989,0.07660573287010193,11.18226447252546,0.6190507163456508,supervised,,,0.11830433626969655,0.07806416716575623,11.094973781840007,,0.5975983102798462
19,0.001,M5,normal_to_clean,2026-05-27 21:40:50,,,0.11547127285003662,0.07711561187903086,11.15184687347412,,0.6164434009552002,0.11500111161640712,0.07652926475320544,11.186810750470842,0.6195445259366716,supervised,,,0.11569903126557668,0.07730532180865606,11.141907277933756,,0.6160629049301147
20,0.001,M5,normal_to_clean,2026-05-27 23:24:57,,,0.1160849170923233,0.07753637152512868,11.126149747721355,,0.6145145550409953,0.11491385246685573,0.07648113113812038,11.189681780569893,0.6199314116614205,supervised,,,0.11632482373714446,0.0777265603462855,11.116040161641438,,0.6140173699378967
