epoch,learning_rate,train_loss,val_loss,test_loss,val_seq_acc,val_char_acc,val_edit_distance,test_seq_acc,test_char_acc,test_edit_distance,position_1_acc,position_2_acc,position_3_acc,position_4_acc,position_5_acc,saved_at
97,0.0001,0.0003654834762938194,0.0402044321318053,0.03594090599005749,0.9664666666666667,0.99192,0.03426666666666667,0.9701333333333333,0.9928,0.030466666666666666,0.9954,0.9932666666666666,0.9898666666666667,0.9907333333333334,0.9903333333333333,2026-05-20T12:39:38.345862
98,0.0001,0.00042634776786237166,0.04068824782436007,0.034912775407565246,0.9667333333333333,0.9920933333333334,0.03386666666666667,0.9701333333333333,0.99292,0.030333333333333334,0.9952666666666666,0.9931333333333333,0.9908666666666667,0.9902666666666666,0.9909333333333333,2026-05-20T12:46:13.610663
99,0.0001,0.00037789154580126426,0.03932144521462633,0.0343406223668394,0.9675333333333334,0.99244,0.03306666666666667,0.9711333333333333,0.99308,0.0294,0.9955333333333334,0.993,0.9916,0.9906666666666667,0.9914,2026-05-20T12:53:00.957051
100,0.0001,0.00038673488156286927,0.04050536435310581,0.034247539909757055,0.9674,0.9922533333333333,0.03333333333333333,0.9692666666666667,0.9925333333333334,0.03133333333333333,0.9956666666666667,0.9928,0.9910666666666667,0.9902666666666666,0.9914666666666667,2026-05-20T12:59:56.418041
101,1e-05,0.00040432024368816167,0.0397029961504646,0.033789536630880836,0.9677333333333333,0.9923066666666667,0.032933333333333335,0.9702,0.99284,0.030533333333333332,0.9956,0.9932666666666666,0.9906666666666667,0.9907333333333334,0.9912666666666666,2026-05-20T13:06:48.188392
102,1e-05,0.0004234938630576042,0.039430401191168855,0.033284441074327153,0.9678666666666667,0.9923733333333333,0.03286666666666667,0.9711333333333333,0.9930133333333333,0.0296,0.9958666666666667,0.9930666666666667,0.9908,0.9906666666666667,0.9914666666666667,2026-05-20T13:13:33.829714
103,1e-05,0.00032327084999184624,0.03971021600201823,0.03343960920836277,0.9678,0.9923066666666667,0.03286666666666667,0.9708,0.9929333333333333,0.029866666666666666,0.9958666666666667,0.9931333333333333,0.9906,0.9906,0.9913333333333333,2026-05-20T13:20:08.083463
104,1e-05,0.00016572732952504045,0.039203718091893006,0.03311501188500336,0.9674666666666667,0.9922533333333333,0.03326666666666667,0.9712,0.99304,0.029333333333333333,0.9957333333333334,0.9930666666666667,0.9908666666666667,0.9904,0.9912,2026-05-20T13:26:47.547594
105,1e-05,0.00024072050958435335,0.03907596531522756,0.03360691722102938,0.9682666666666667,0.9923733333333333,0.03253333333333333,0.9704,0.9927866666666667,0.0302,0.9958,0.9932666666666666,0.9908666666666667,0.9906666666666667,0.9912666666666666,2026-05-20T13:33:18.483145
106,1e-05,0.00027140674413253426,0.03946153458465851,0.03363135728470806,0.9678666666666667,0.9923866666666666,0.032733333333333337,0.9706,0.99284,0.030133333333333335,0.9958666666666667,0.9931333333333333,0.991,0.9906,0.9913333333333333,2026-05-20T13:40:02.537855
107,1e-05,0.0002145853572954487,0.03956173545172572,0.03377474797251389,0.9678666666666667,0.9924533333333333,0.03286666666666667,0.9706666666666667,0.99288,0.0298,0.9957333333333334,0.9933333333333333,0.9912,0.9908,0.9912,2026-05-20T13:46:45.291008
108,1e-05,0.0002833055035113175,0.03974355312029041,0.033632462447688645,0.9674,0.9922266666666667,0.0334,0.9712666666666666,0.993,0.029466666666666665,0.9956,0.9929333333333333,0.9907333333333334,0.9906,0.9912666666666666,2026-05-20T13:53:26.312884
109,1e-05,0.00028239736671155613,0.039410877352728885,0.034081481020608255,0.9675333333333334,0.99224,0.033133333333333334,0.9710666666666666,0.99304,0.029533333333333335,0.9956666666666667,0.9932666666666666,0.9907333333333334,0.9906,0.9909333333333333,2026-05-20T13:59:56.512959
110,1e-05,0.0002428520487599289,0.03963104999002523,0.03407812400471321,0.9681333333333333,0.9924933333333333,0.03253333333333333,0.9719333333333333,0.99316,0.0288,0.9957333333333334,0.9933333333333333,0.9912,0.9909333333333333,0.9912666666666666,2026-05-20T14:06:28.210265
111,1e-05,0.00020954543418940803,0.03968770520875505,0.033900058229050595,0.9682,0.9925066666666666,0.03253333333333333,0.9712,0.9929333333333333,0.029466666666666665,0.9956666666666667,0.9932666666666666,0.9910666666666667,0.9912,0.9913333333333333,2026-05-20T14:12:54.630369
112,1e-05,0.00016326628178149732,0.039709961482993245,0.033833255351246774,0.9676,0.99232,0.033133333333333334,0.9710666666666666,0.9929066666666667,0.029466666666666665,0.9957333333333334,0.9932666666666666,0.9909333333333333,0.9906666666666667,0.991,2026-05-20T14:19:22.136549
113,1e-05,0.0002613564567583344,0.0400060705247407,0.03390046586915435,0.9680666666666666,0.9923866666666666,0.0326,0.971,0.9928133333333333,0.029533333333333335,0.9957333333333334,0.9932666666666666,0.9908666666666667,0.9906666666666667,0.9914,2026-05-20T14:25:49.963980
114,1e-05,0.00019875797609647874,0.03990231462706946,0.034367373322496224,0.9678,0.9922533333333333,0.03286666666666667,0.9710666666666666,0.9930266666666666,0.029533333333333335,0.9956666666666667,0.9933333333333333,0.9906666666666667,0.9904666666666667,0.9911333333333333,2026-05-20T14:32:17.251979
115,1e-05,0.00018579324985827157,0.04026542336991782,0.033807146202217156,0.9676666666666667,0.9922533333333333,0.033,0.9708,0.99284,0.029733333333333334,0.9957333333333334,0.9930666666666667,0.9907333333333334,0.9905333333333334,0.9912,2026-05-20T14:38:45.533419
116,1e-05,0.00011960415822708421,0.0402237677076055,0.03423888704184725,0.9672,0.99236,0.033466666666666665,0.9715333333333334,0.99308,0.029133333333333334,0.9952666666666666,0.9933333333333333,0.9909333333333333,0.9909333333333333,0.9913333333333333,2026-05-20T14:45:10.865809
117,1e-05,0.00019946268766300515,0.04053025169500758,0.03467010164272118,0.968,0.99232,0.03266666666666666,0.9712,0.9929866666666667,0.0294,0.9956666666666667,0.9932,0.9909333333333333,0.9905333333333334,0.9912666666666666,2026-05-20T14:51:37.798841
118,1e-05,0.00020188453638551605,0.04012985952762062,0.034554910300424124,0.9677333333333333,0.99232,0.033,0.971,0.99288,0.0296,0.9955333333333334,0.9931333333333333,0.9909333333333333,0.9908666666666667,0.9911333333333333,2026-05-20T14:58:04.643632
119,1e-05,0.0001593281075797381,0.04056999792917331,0.03442605565740687,0.9678666666666667,0.99232,0.032933333333333335,0.9714666666666667,0.99296,0.029266666666666667,0.9956666666666667,0.9930666666666667,0.9908666666666667,0.9906,0.9914,2026-05-20T15:04:31.006305
120,1e-05,0.00013728112797797452,0.04062102406793122,0.03510609207203467,0.9678,0.9923333333333333,0.03286666666666667,0.9712,0.9929466666666666,0.029533333333333335,0.9956,0.9932666666666666,0.9907333333333334,0.9906666666666667,0.9914,2026-05-20T15:10:57.505310
121,1e-05,0.00014571003815969948,0.04059244055306617,0.03456067775167931,0.9682,0.9924,0.03253333333333333,0.9714,0.9930133333333333,0.029266666666666667,0.9958,0.9930666666666667,0.9909333333333333,0.9907333333333334,0.9914666666666667,2026-05-20T15:17:23.247614
122,1e-05,0.0001230909187961485,0.041594048648948195,0.03493503077752469,0.9670666666666666,0.9920533333333333,0.0336,0.9714,0.9930666666666667,0.029266666666666667,0.9955333333333334,0.993,0.9902666666666666,0.9905333333333334,0.9909333333333333,2026-05-20T15:23:49.643542
123,1e-05,0.00015345488261198534,0.04087804477104295,0.03493637173674482,0.9674666666666667,0.9921333333333333,0.0332,0.9709333333333333,0.9928,0.029733333333333334,0.9956666666666667,0.9933333333333333,0.9904666666666667,0.9902666666666666,0.9909333333333333,2026-05-20T15:30:14.161227
124,1e-05,0.00016847055264540572,0.04035186545082403,0.03486161325041427,0.9678,0.9922133333333333,0.032933333333333335,0.971,0.99292,0.029733333333333334,0.9954666666666667,0.9930666666666667,0.9909333333333333,0.9904,0.9912,2026-05-20T15:36:38.629367
125,1e-05,0.0001477957884767688,0.040779496661575286,0.0352570461082881,0.9675333333333334,0.99212,0.0332,0.9698666666666667,0.99268,0.030866666666666667,0.9956,0.9927333333333334,0.9908666666666667,0.9903333333333333,0.9910666666666667,2026-05-20T15:43:04.794692
126,1e-05,0.0002511900314592998,0.04103728094159281,0.03529018390277015,0.9676666666666667,0.99216,0.033,0.9708666666666667,0.9928933333333333,0.0298,0.9956666666666667,0.9932,0.9906,0.9904666666666667,0.9908666666666667,2026-05-20T15:49:30.639747
127,1e-05,0.00016591164504109097,0.04120408258660494,0.03542423623853777,0.9678,0.9921733333333334,0.032933333333333335,0.9706666666666667,0.99288,0.030133333333333335,0.9955333333333334,0.9928,0.9908,0.9905333333333334,0.9912,2026-05-20T15:55:56.546440
128,1e-05,0.0001607405266765511,0.04190077005972953,0.036164611702236074,0.967,0.9919733333333334,0.03373333333333333,0.971,0.9930933333333334,0.029533333333333335,0.9956,0.9928666666666667,0.9902666666666666,0.9902,0.9909333333333333,2026-05-20T16:02:22.803620
129,1e-05,0.0001372953878786754,0.04096592114791344,0.035339807420611484,0.9668,0.9921066666666667,0.03386666666666667,0.9706,0.9928266666666666,0.030133333333333335,0.9954666666666667,0.9929333333333333,0.9906,0.9902666666666666,0.9912666666666666,2026-05-20T16:08:49.889744
130,1e-05,0.00016990631106751696,0.041108748207400306,0.03493235886270131,0.9678666666666667,0.99232,0.03266666666666666,0.9698666666666667,0.9927066666666666,0.0308,0.9956666666666667,0.9930666666666667,0.9906666666666667,0.9905333333333334,0.9916666666666667,2026-05-20T16:15:16.617913
