epoch,learning_rate,train_loss,val_loss,test_loss,val_seq_acc,val_char_acc,val_edit_distance,test_seq_acc,test_char_acc,test_edit_distance,position_1_acc,position_2_acc,position_3_acc,position_4_acc,position_5_acc,saved_at
1,0.001,0.31355307236843344,0.10105222270361458,0.1011502492177921,0.828,0.9547866666666667,0.18553333333333333,0.8259333333333333,0.95452,0.18973333333333334,0.9700666666666666,0.9572,0.9534,0.9478,0.9454666666666667,2026-05-22T21:22:43.953758
2,0.001,0.08992768495386866,0.05863677711958686,0.05760627785423615,0.901,0.97228,0.10546666666666667,0.9052666666666667,0.9728133333333333,0.10153333333333334,0.9821333333333333,0.9742666666666666,0.9717333333333333,0.9664666666666667,0.9668,2026-05-22T21:27:56.905693
3,0.001,0.07043443906885971,0.03997922492303575,0.03914499518238008,0.9314666666666667,0.9813333333333333,0.07073333333333333,0.9284,0.9803066666666667,0.07386666666666666,0.9882666666666666,0.9843333333333333,0.9811333333333333,0.9762,0.9767333333333333,2026-05-22T21:33:14.902825
4,0.001,0.06064372458918619,0.031489904958289114,0.03147046111264111,0.9495333333333333,0.9860666666666666,0.052,0.947,0.9849733333333334,0.0552,0.9933333333333333,0.9883333333333333,0.9845333333333334,0.9822666666666666,0.9818666666666667,2026-05-22T21:38:05.847391
5,0.001,0.05367391696235364,0.028634201063147825,0.02691688544037849,0.952,0.9875866666666666,0.04973333333333333,0.9525333333333333,0.9877466666666667,0.04886666666666667,0.9926666666666667,0.9883333333333333,0.9864,0.9853333333333333,0.9852,2026-05-22T21:43:12.394257
6,0.001,0.050004530931185995,0.025847046849535156,0.025321681463811547,0.9548,0.9872666666666666,0.04593333333333333,0.9547333333333333,0.98708,0.04686666666666667,0.9928,0.9890666666666666,0.9872666666666666,0.9833333333333333,0.9838666666666667,2026-05-22T21:48:30.212920
7,0.001,0.04769050215405794,0.031307741161373755,0.029637554282847364,0.9463333333333334,0.9866133333333333,0.055733333333333336,0.9472,0.98672,0.054533333333333336,0.9914666666666667,0.9886666666666667,0.9855333333333334,0.9838666666666667,0.9835333333333334,2026-05-22T21:53:28.333781
8,0.001,0.044445740988271844,0.03875538541066926,0.03825649135655646,0.9284666666666667,0.9823733333333333,0.074,0.9283333333333333,0.9827733333333334,0.07413333333333333,0.9856,0.9832,0.9822666666666666,0.9796,0.9812,2026-05-22T21:58:23.126291
9,0.001,0.04246229810883191,0.023502447196505575,0.02144328755007397,0.9599333333333333,0.9894266666666667,0.041466666666666666,0.962,0.9906266666666667,0.038733333333333335,0.9939333333333333,0.9914,0.9888,0.9866666666666667,0.9863333333333333,2026-05-22T22:03:31.586041
10,0.001,0.040765821297832634,0.02570920815599966,0.02563238675619553,0.9556,0.9884933333333333,0.046,0.9548,0.9883066666666667,0.04633333333333333,0.9937333333333334,0.9910666666666667,0.9872,0.9854666666666667,0.985,2026-05-22T22:08:30.080562
11,0.001,0.03972844449057843,0.024119419581937838,0.022560510599213497,0.9599333333333333,0.98988,0.04133333333333333,0.9628,0.9907733333333333,0.038066666666666665,0.9940666666666667,0.9908,0.9884666666666667,0.9882666666666666,0.9878,2026-05-22T22:13:27.132351
12,0.001,0.038843491974546174,0.022498016854582237,0.022279061024099548,0.9624666666666667,0.9904,0.03886666666666667,0.9603333333333334,0.9903733333333333,0.040266666666666666,0.9946,0.9923333333333333,0.9898,0.9878,0.9874666666666667,2026-05-22T22:18:20.557279
13,0.001,0.03716230482114728,0.030600423325322725,0.028323862329794794,0.9488,0.9869466666666666,0.05313333333333333,0.9518666666666666,0.9885066666666666,0.0496,0.9926,0.9885333333333334,0.9855333333333334,0.9838666666666667,0.9842,2026-05-22T22:23:17.072216
14,0.001,0.03723791218913892,0.022177680422842967,0.020972384567325936,0.9630666666666666,0.9906666666666667,0.037733333333333334,0.9635333333333334,0.9901066666666667,0.0372,0.9948666666666667,0.9914666666666667,0.9895333333333334,0.9886,0.9888666666666667,2026-05-22T22:28:17.072456
15,0.001,0.03483102280602491,0.024741084205454292,0.02509640942736393,0.9592666666666667,0.98956,0.04226666666666667,0.9572666666666667,0.9891466666666666,0.044,0.9942666666666666,0.9912666666666666,0.9882666666666666,0.9874666666666667,0.9865333333333334,2026-05-22T22:33:17.146407
16,0.001,0.03463673249126628,0.025263359414167158,0.02505942861183624,0.9566666666666667,0.9893466666666667,0.0446,0.9548,0.9887733333333333,0.0462,0.9938666666666667,0.9904,0.9875333333333334,0.9874666666666667,0.9874666666666667,2026-05-22T22:38:12.010578
17,0.001,0.03396410859902389,0.0234478373503783,0.023584668424900156,0.9598,0.9896533333333334,0.04133333333333333,0.9564,0.98924,0.0448,0.9934,0.9910666666666667,0.9882666666666666,0.9881333333333333,0.9874,2026-05-22T22:43:16.582967
18,0.001,0.03334063911315087,0.027288259217660135,0.02572474030854452,0.9540666666666666,0.9882933333333334,0.0476,0.9542,0.9887466666666667,0.047266666666666665,0.9926,0.9898,0.9864,0.9865333333333334,0.9861333333333333,2026-05-22T22:48:26.027355
19,0.001,0.032325390618817514,0.019030417245241793,0.019943830553932153,0.9687333333333333,0.9924933333333333,0.032,0.9676666666666667,0.9920266666666666,0.032933333333333335,0.9954,0.9934666666666667,0.9914666666666667,0.991,0.9911333333333333,2026-05-22T22:53:31.836406
20,0.001,0.031769644711079306,0.021843895498555504,0.02112845328886154,0.9654666666666667,0.99116,0.035333333333333335,0.9655333333333334,0.9908933333333333,0.03526666666666667,0.9948666666666667,0.9928,0.9897333333333334,0.9892666666666666,0.9891333333333333,2026-05-22T22:58:41.352819
21,0.001,0.03122061080551274,0.01984121040418007,0.02024317444205711,0.9664666666666667,0.99208,0.034466666666666666,0.9658,0.99192,0.03506666666666667,0.995,0.9930666666666667,0.9916,0.9898666666666667,0.9908666666666667,2026-05-22T23:03:40.756496
22,0.001,0.030139991636923515,0.025998851379492163,0.022790551051680815,0.9640666666666666,0.99056,0.03746666666666667,0.9647333333333333,0.9908266666666666,0.03626666666666667,0.9946666666666667,0.9904666666666667,0.9894,0.9891333333333333,0.9891333333333333,2026-05-22T23:08:37.654715
23,0.001,0.03066468923026696,0.030266068642639827,0.029509407126238025,0.9451333333333334,0.98672,0.0564,0.9434666666666667,0.9860933333333334,0.05793333333333334,0.9905333333333334,0.9867333333333334,0.9863333333333333,0.9844,0.9856,2026-05-22T23:13:35.274156
24,0.001,0.029470559689811698,0.019962523195425942,0.017508533674386855,0.9712666666666666,0.99208,0.029533333333333335,0.9711333333333333,0.9924666666666667,0.0294,0.9953333333333333,0.9931333333333333,0.991,0.9905333333333334,0.9904,2026-05-22T23:18:38.692310
25,0.001,0.029414088235843728,0.023845552063872066,0.022880178149677036,0.9578,0.99028,0.042866666666666664,0.9572,0.98988,0.043333333333333335,0.9924,0.9906666666666667,0.9890666666666666,0.9890666666666666,0.9902,2026-05-22T23:23:42.002785
26,0.001,0.029339095487683414,0.021346992069200495,0.020929534460159386,0.9658666666666667,0.9916133333333333,0.035333333333333335,0.9652,0.9914,0.03546666666666667,0.995,0.993,0.9913333333333333,0.99,0.9887333333333334,2026-05-22T23:28:47.255618
27,0.001,0.028918683941589966,0.02728916686810165,0.02678006061440489,0.9538,0.9888533333333334,0.0468,0.9521333333333334,0.9885333333333334,0.048933333333333336,0.9912666666666666,0.9898666666666667,0.9881333333333333,0.9865333333333334,0.9884666666666667,2026-05-22T23:33:55.438286
28,0.001,0.028098265900245004,0.029952139779969973,0.029298272699067214,0.9546,0.9868666666666667,0.046933333333333334,0.9546,0.9867866666666667,0.047066666666666666,0.994,0.9886666666666667,0.9849333333333333,0.9841333333333333,0.9826,2026-05-22T23:38:58.291029
29,0.001,0.027729168232322472,0.01733976159602365,0.01674035293928755,0.9714,0.9929466666666666,0.029266666666666667,0.9726666666666667,0.9933733333333333,0.027866666666666668,0.9956,0.9930666666666667,0.9926,0.9914666666666667,0.992,2026-05-22T23:43:59.360136
30,0.001,0.02805171273337411,0.02024557368392416,0.01987657225183599,0.9682,0.99184,0.03253333333333333,0.9674,0.9913466666666667,0.033,0.9951333333333333,0.9923333333333333,0.9913333333333333,0.9903333333333333,0.9900666666666667,2026-05-22T23:48:53.040352
31,0.001,0.02663437107170799,0.021937552628981453,0.02050973280289618,0.9619333333333333,0.9902,0.03886666666666667,0.9636666666666667,0.99096,0.036866666666666666,0.9945333333333334,0.9914,0.9887333333333334,0.9895333333333334,0.9868,2026-05-22T23:53:52.910733
