epoch,train_loss,pretrain_loss,finetune_loss,pseudo_label_count,pseudo_label_accept_rate,mean_pseudo_confidence,consistency_loss,encoder_stage,stn_status,stn_regularization_loss,val_loss,val_seq_acc,val_char_acc,val_edit_distance,val_clean_accuracy,val_robustness_drop,val_restoration_gain,val_position_1_acc,val_position_2_acc,val_position_3_acc,val_position_4_acc,val_position_5_acc,test_loss,test_seq_acc,test_char_acc,test_edit_distance,test_clean_accuracy,test_robustness_drop,test_restoration_gain,test_position_1_acc,test_position_2_acc,test_position_3_acc,test_position_4_acc,test_position_5_acc
1,19.952944582558732,3.847520344000194,16.105424238558538,0,0.0,0.0,0.0,contrastive_pretrain_and_finetune,frozen,0.0,9.924189955501234,0.005866666666666667,0.3706,3.1374666666666666,0.005866666666666667,,,0.5102666666666666,0.28873333333333334,0.25693333333333335,0.3028666666666667,0.4942,9.95859939769163,0.005666666666666667,0.36832,3.1494,0.005666666666666667,,,0.5064,0.29046666666666665,0.24613333333333334,0.31246666666666667,0.4861333333333333
2,8.03304121752922,4.252208601622085,3.780832615907136,0,0.0,0.0,0.0,contrastive_pretrain_and_finetune,frozen,0.0,0.9730436827166605,0.7574666666666666,0.9420133333333334,0.28986666666666666,0.7574666666666666,,,0.9589333333333333,0.928,0.9289333333333334,0.9382666666666667,0.9559333333333333,0.966989068661706,0.7516666666666667,0.94084,0.2958,0.7516666666666667,,,0.9590666666666666,0.9248,0.9295333333333333,0.9367333333333333,0.9540666666666666
3,4.788499988579914,3.950012771041563,0.8384872175383505,0,0.0,0.0,0.0,contrastive_pretrain_and_finetune,frozen,0.0,0.432700743362055,0.8655333333333334,0.9709066666666667,0.14546666666666666,0.8655333333333334,,,0.9748,0.9632,0.9683333333333334,0.9709333333333333,0.9772666666666666,0.44997485588162633,0.8629333333333333,0.9702933333333333,0.14853333333333332,0.8629333333333333,,,0.9729333333333333,0.9628,0.9684,0.9716,0.9757333333333333
4,4.384490063820477,3.9054472555408095,0.47904280827966744,0,0.0,0.0,0.0,contrastive_pretrain_and_finetune,frozen,0.0,0.4964342680522951,0.857,0.9688266666666666,0.1558,0.857,,,0.9758,0.9609333333333333,0.9648,0.9672,0.9754,0.4966191252914526,0.8526666666666667,0.96812,0.1594,0.8526666666666667,,,0.9765333333333334,0.9596,0.9606666666666667,0.9687333333333333,0.9750666666666666
5,4.266240830523396,3.8986969382061165,0.3675438923172789,0,0.0,0.0,0.0,contrastive_pretrain_and_finetune,frozen,0.0,0.2963217253149566,0.9061333333333333,0.9800666666666666,0.0996,0.9061333333333333,,,0.9790666666666666,0.9768,0.9772666666666666,0.9814666666666667,0.9857333333333334,0.299170504308353,0.9064666666666666,0.98004,0.09966666666666667,0.9064666666666666,,,0.9824,0.9733333333333334,0.9764,0.9819333333333333,0.9861333333333333
6,4.207080006091651,3.8945053739565165,0.31257463213513476,0,0.0,0.0,0.0,contrastive_pretrain_and_finetune,frozen,0.0,0.3627011494363769,0.902,0.9784666666666667,0.1076,0.902,,,0.9844,0.9736666666666667,0.9744666666666667,0.9746,0.9852,0.3677251727904304,0.8956666666666667,0.9775066666666666,0.11233333333333333,0.8956666666666667,,,0.9844,0.9692,0.9761333333333333,0.9764,0.9814
7,4.145217330097544,3.8702593643007157,0.27495796579682796,0,0.0,0.0,0.0,contrastive_pretrain_and_finetune,frozen,0.0,0.29095281894176694,0.9157333333333333,0.9821866666666667,0.089,0.9157333333333333,,,0.9845333333333334,0.9781333333333333,0.9808,0.9788666666666667,0.9886,0.2881330224543305,0.9126,0.9814266666666667,0.09273333333333333,0.9126,,,0.9853333333333333,0.9775333333333334,0.9796,0.9774666666666667,0.9872
8,4.101029251314839,3.849047799868819,0.25198145144602024,0,0.0,0.0,0.0,contrastive_pretrain_and_finetune,frozen,0.0,4.555013567714368,0.523,0.84256,0.7562666666666666,0.523,,,0.8516,0.83,0.8472666666666666,0.824,0.8599333333333333,4.56307961577076,0.5183333333333333,0.8406266666666666,0.7678,0.5183333333333333,,,0.8482666666666666,0.8286,0.8446666666666667,0.8255333333333333,0.8560666666666666
9,4.073933535823951,3.8466994387576086,0.22723409706634268,0,0.0,0.0,0.0,contrastive_pretrain_and_finetune,frozen,0.0,0.2617483742661395,0.9214666666666667,0.98352,0.0824,0.9214666666666667,,,0.9862,0.9790666666666666,0.9825333333333334,0.9822666666666666,0.9875333333333334,0.25573408622610366,0.9220666666666667,0.9838,0.081,0.9220666666666667,,,0.9865333333333334,0.9798,0.9828666666666667,0.9834666666666667,0.9863333333333333
10,4.041876383631494,3.845556467499114,0.1963199161323804,0,0.0,0.0,0.0,contrastive_pretrain_and_finetune,frozen,0.0,0.8808672243760804,0.8216666666666667,0.9564933333333333,0.21693333333333334,0.8216666666666667,,,0.9643333333333334,0.9556,0.9512,0.9539333333333333,0.9574,0.8610288142147711,0.8194,0.95744,0.2126,0.8194,,,0.9649333333333333,0.9548666666666666,0.9547333333333333,0.9566666666666667,0.956
