epoch,learning_rate,train_loss,val_loss,test_loss,val_seq_acc,val_char_acc,val_edit_distance,test_seq_acc,test_char_acc,test_edit_distance,position_1_acc,position_2_acc,position_3_acc,position_4_acc,position_5_acc,saved_at
1,0.001,0.37670926897032925,0.10645835821075986,0.10635095067859317,0.8406666666666667,0.9344266666666666,0.1772,0.833,0.9288666666666666,0.18513333333333334,0.9562666666666667,0.9396,0.9314,0.9248666666666666,0.92,2026-05-26T23:05:36.260840
2,0.001,0.08994063344793062,0.05396930960100144,0.0560728528696578,0.9172,0.97404,0.08673333333333333,0.9126666666666666,0.97364,0.09113333333333333,0.9880666666666666,0.9772,0.9716,0.9671333333333333,0.9662,2026-05-26T23:11:02.031734
3,0.001,0.069516518909599,0.039827919909249374,0.038133901152666655,0.9330666666666667,0.9815733333333333,0.0698,0.9368,0.98344,0.06553333333333333,0.9884,0.9835333333333334,0.9813333333333333,0.9776,0.977,2026-05-26T23:16:08.866959
4,0.001,0.05939676081123044,0.04259062703387269,0.040507128535890176,0.9334666666666667,0.9813733333333333,0.06946666666666666,0.9359333333333333,0.9822133333333334,0.0672,0.9894666666666667,0.9838666666666667,0.9801333333333333,0.9766,0.9768,2026-05-26T23:21:12.003944
5,0.001,0.0533702895938876,0.03364683006691436,0.032171810106979684,0.9448666666666666,0.9846133333333333,0.057133333333333335,0.9447333333333333,0.9849333333333333,0.05633333333333333,0.9923333333333333,0.9874,0.9832,0.9809333333333333,0.9792,2026-05-26T23:26:04.835429
6,0.001,0.04953403287479957,0.033015602864185346,0.03184598213297626,0.9488,0.98528,0.05366666666666667,0.9497333333333333,0.9862933333333334,0.0528,0.9928666666666667,0.9872,0.9848666666666667,0.9808666666666667,0.9806,2026-05-26T23:30:55.363769
7,0.001,0.04556398620809,0.054512812115240374,0.05511970911207221,0.9038,0.9766133333333333,0.1012,0.9002,0.97608,0.10453333333333334,0.9829333333333333,0.978,0.9756,0.9736,0.9729333333333333,2026-05-26T23:35:43.426846
8,0.001,0.04536434004747997,0.032147667968754345,0.03241490672714232,0.9457333333333333,0.9854666666666667,0.056266666666666666,0.9398666666666666,0.9835333333333334,0.061733333333333335,0.9914666666666667,0.9884666666666667,0.9854,0.9813333333333333,0.9806666666666667,2026-05-26T23:40:48.809155
9,0.001,0.04273969128117451,0.02474201789268021,0.024430219839070923,0.9578666666666666,0.9890266666666667,0.043866666666666665,0.9581333333333333,0.9893333333333333,0.043333333333333335,0.9928,0.9902,0.9885333333333334,0.9864,0.9872,2026-05-26T23:46:03.041772
10,0.001,0.042414330889067355,0.027020419676213835,0.02692946948944979,0.9575333333333333,0.98856,0.04426666666666667,0.9574,0.9886533333333334,0.04393333333333333,0.9933333333333333,0.9904,0.9880666666666666,0.9847333333333333,0.9862666666666666,2026-05-26T23:51:35.123222
